3984	bn:00010346n	[]	[]
3985	bn:03302824n	http://dbpedia.org/resource/Category_5_cable	http://dbpedia.org/resource/Category:Ethernet_cables Category_5_cable http://dbpedia.org/resource/Category_5_cable http://dbpedia.org/ontology/TelevisionStation
3986	bn:00084646v	[]	[]
3987	bn:00032048n	http://dbpedia.org/resource/Wickedness	http://dbpedia.org/resource/Wickedness Wickedness http://dbpedia.org/resource/Category:Crimes_in_religion http://dbpedia.org/resource/Category:Religious_ethics http://dbpedia.org/resource/Category:Philosophy_of_mind
3988	bn:00031970n	[]	[]
3989	bn:00032768n	http://dbpedia.org/resource/Faith	http://dbpedia.org/resource/Category:Seven_virtues http://dbpedia.org/resource/Category:Religious_belief_and_doctrine http://dbpedia.org/resource/Faith Faith http://dbpedia.org/resource/Category:Belief
3990	bn:00008203n	http://dbpedia.org/resource/Baseball_park	http://dbpedia.org/ontology/Building http://dbpedia.org/resource/Category:Baseball_venues Baseball_park http://dbpedia.org/resource/Category:Sports_venues_by_type http://dbpedia.org/resource/Baseball_park
3991	bn:00056156n	http://dbpedia.org/resource/Strategy_(game_theory)	http://dbpedia.org/resource/Category:Game_theory http://dbpedia.org/resource/Strategy_(game_theory) Strategy_(game_theory)
3992	bn:00003399n	http://dbpedia.org/resource/Flag_of_the_United_States	http://dbpedia.org/resource/Flag_of_the_United_States http://dbpedia.org/resource/Category:National_symbols_of_the_United_States http://dbpedia.org/resource/Category:National_flags http://dbpedia.org/ontology/Album Flag_of_the_United_States http://dbpedia.org/resource/Category:Flags_of_the_United_States
3993	bn:03176635n	http://dbpedia.org/resource/Heart_(novel)	http://dbpedia.org/resource/Category:1886_novels http://dbpedia.org/resource/Category:Novels_set_in_Turin Heart_(novel) http://dbpedia.org/resource/Category:Fictional_diaries http://dbpedia.org/resource/Category:Italian_children's_literature http://dbpedia.org/resource/Category:Italian_novels http://dbpedia.org/resource/Heart_(novel) http://dbpedia.org/ontology/Book
3994	bn:00087827v	[]	[]
3995	bn:00085327v	[]	[]
3996	bn:00035805n	[]	[]
3997	bn:00081855n	[]	[]
3998	bn:01050475n	http://dbpedia.org/resource/KTVT	http://dbpedia.org/resource/Category:1955_establishments_in_Texas http://dbpedia.org/resource/Category:CBS_Corporation_television_stations http://dbpedia.org/resource/KTVT http://dbpedia.org/ontology/Organisation KTVT http://dbpedia.org/resource/Category:Ryman_Hospitality_Properties http://dbpedia.org/resource/Category:Decades_(TV_network)_affiliates http://dbpedia.org/resource/Category:Television_channels_and_stations_established_in_1955 http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/resource/Category:Television_stations_in_the_Dallas–Fort_Worth_metroplex http://dbpedia.org/ontology/Station http://dbpedia.org/resource/Category:CBS_network_affiliates http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Superstations_in_the_United_States http://dbpedia.org/resource/United_States http://schema.org/Organization http://schema.org/TelevisionStation http://dbpedia.org/ontology/TelevisionStation
3999	bn:01459103n	http://dbpedia.org/resource/Ready_to_Die	http://dbpedia.org/resource/Category:Bad_Boy_Records_albums http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Albums_produced_by_Easy_Mo_Bee http://dbpedia.org/resource/Category:Gangsta_rap_albums http://dbpedia.org/resource/Category:Albums_produced_by_Trackmasters http://dbpedia.org/ontology/Album http://dbpedia.org/resource/Category:1994_debut_albums http://schema.org/CreativeWork http://schema.org/MusicAlbum Ready_to_Die http://dbpedia.org/resource/Category:The_Notorious_B.I.G._albums http://dbpedia.org/resource/Ready_to_Die http://dbpedia.org/resource/Category:English-language_albums http://dbpedia.org/resource/Category:Albums_produced_by_DJ_Premier http://dbpedia.org/resource/Category:Albums_produced_by_Lord_Finesse http://dbpedia.org/ontology/Work http://dbpedia.org/resource/Category:Albums_produced_by_Sean_Combs http://dbpedia.org/resource/Category:Hardcore_hip_hop_albums http://dbpedia.org/resource/Category:East_Coast_hip_hop_albums
4000	bn:03481120n	http://dbpedia.org/resource/Thomas_the_Tank_Engine_film_characters	Thomas_the_Tank_Engine_film_characters http://dbpedia.org/resource/Category:Lists_of_animated_film_characters http://dbpedia.org/resource/Category:Lists_of_film_characters http://dbpedia.org/resource/Category:Thomas_&_Friends_characters http://dbpedia.org/resource/Thomas_the_Tank_Engine_film_characters
4001	bn:12339567n	[]	[]
4002	bn:00093200v	[]	[]
4003	bn:02582396n	http://dbpedia.org/resource/Asap_(web_portal)	http://dbpedia.org/resource/Category:Associated_Press http://dbpedia.org/resource/Asap_(web_portal) Asap_(web_portal) http://dbpedia.org/ontology/Website http://dbpedia.org/resource/Category:American_news_websites
4004	bn:03533201n	http://dbpedia.org/resource/Chiba,_Chiba	http://schema.org/City http://dbpedia.org/resource/Category:Populated_coastal_places_in_Japan http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Port_settlements_in_Japan http://dbpedia.org/resource/Category:Cities_in_Chiba_Prefecture Chiba,_Chiba http://dbpedia.org/resource/Chiba,_Chiba http://schema.org/Place http://dbpedia.org/resource/Category:Chiba,_Chiba http://dbpedia.org/ontology/PopulatedPlace
4005	bn:00114182r	[]	[]
4006	bn:00021340n	[]	[]
4007	bn:03151917n	http://dbpedia.org/resource/Dodecadodecahedron	http://dbpedia.org/resource/Dodecadodecahedron http://dbpedia.org/resource/Category:Uniform_polyhedra Dodecadodecahedron
4008	bn:16046082n	[]	[]
4009	bn:00092332v	[]	[]
4010	bn:00102662a	[]	[]
4011	bn:00592170n	http://dbpedia.org/resource/Glenmore,_Wisconsin	http://dbpedia.org/resource/Category:Green_Bay_metropolitan_area http://dbpedia.org/resource/Category:Towns_in_Wisconsin http://dbpedia.org/ontology/Town http://dbpedia.org/resource/Category:Towns_in_Brown_County,_Wisconsin http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/resource/United_States http://schema.org/Place http://dbpedia.org/resource/Glenmore,_Wisconsin Glenmore,_Wisconsin http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/PopulatedPlace
4012	bn:00086538v	[]	[]
4013	bn:00085719v	[]	[]
4014	bn:00001740n	http://dbpedia.org/resource/Affect_(psychology)	http://dbpedia.org/resource/Category:Feeling http://dbpedia.org/resource/Affect_(psychology) Affect_(psychology) http://dbpedia.org/ontology/AmusementParkAttraction
4015	bn:00001318n	http://dbpedia.org/resource/Adelaide	http://schema.org/City http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location Adelaide http://dbpedia.org/resource/Category:Adelaide http://dbpedia.org/resource/Category:1836_establishments_in_Australia http://dbpedia.org/resource/Category:Coastal_cities_in_Australia http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Adelaide http://dbpedia.org/resource/Category:Planned_capitals http://dbpedia.org/resource/Category:Populated_places_established_in_1836 http://dbpedia.org/resource/Category:Australian_capital_cities http://dbpedia.org/resource/Australia sa^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString http://schema.org/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Category:Cities_in_South_Australia
4016	bn:01159446n	http://dbpedia.org/resource/Make_A_Difference	http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Children's_charities_based_in_India http://dbpedia.org/ontology/Organisation http://schema.org/Organization http://dbpedia.org/resource/Make_A_Difference Make_A_Difference
4017	bn:00026069n	[]	[]
4018	bn:03388707n	http://dbpedia.org/resource/Sachin_Tendulkar	http://dbpedia.org/resource/Category:Cricketers_at_the_1996_Cricket_World_Cup http://dbpedia.org/resource/Category:Mumbai_Indians_cricketers http://dbpedia.org/resource/Category:Recipients_of_the_Rajiv_Gandhi_Khel_Ratna http://dbpedia.org/resource/Category:World_Cup_cricketers_of_India http://schema.org/Person http://dbpedia.org/resource/Category:Marathi_people http://dbpedia.org/resource/Category:Honorary_Members_of_the_Order_of_Australia http://dbpedia.org/resource/Category:1973_births http://dbpedia.org/resource/Category:Indian_cricket_coaches http://dbpedia.org/resource/Category:Recipients_of_the_Bharat_Ratna http://dbpedia.org/resource/Category:India_One_Day_International_cricketers http://dbpedia.org/resource/Category:Cricketers_at_the_1999_Cricket_World_Cup http://dbpedia.org/resource/Category:Man_of_the_Tournament_in_ODI_Worldcup http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Cricketer http://dbpedia.org/resource/Category:Wisden_Leading_Cricketers_in_the_World http://dbpedia.org/resource/Category:Cricketers_at_the_2003_Cricket_World_Cup http://dbpedia.org/resource/Sachin_Tendulkar http://dbpedia.org/resource/Category:Cricketers_at_the_2007_Cricket_World_Cup http://dbpedia.org/resource/Category:India_Twenty20_International_cricketers http://dbpedia.org/resource/Category:India_Test_cricketers http://dbpedia.org/resource/Category:Sachin_Tendulkar http://dbpedia.org/resource/Category:Indian_Hindus http://dbpedia.org/resource/Category:Indian_Premier_League_coaches Sachin_Tendulkar http://dbpedia.org/ontology/Athlete http://dbpedia.org/resource/Category:Recipients_of_the_Padma_Shri_in_sports http://dbpedia.org/resource/Category:Wisden_Cricketers_of_the_Year http://dbpedia.org/resource/Category:India_Blue_cricketers http://dbpedia.org/resource/Category:Cricketers_at_the_1998_Commonwealth_Games http://dbpedia.org/resource/Category:Followers_of_Sathya_Sai_Baba http://dbpedia.org/resource/Category:Mumbai_cricketers http://dbpedia.org/resource/Category:Living_people http://dbpedia.org/resource/Indian_cricket_team http://dbpedia.org/resource/Category:Recipients_of_the_Maharashtra_Bhushan_Award http://dbpedia.org/resource/Category:West_Zone_cricketers http://dbpedia.org/resource/Category:Kerala_Blasters_FC_owners http://dbpedia.org/resource/Category:Cricketers_at_the_2011_Cricket_World_Cup http://dbpedia.org/resource/Category:Recipients_of_the_Padma_Vibhushan_in_sports http://dbpedia.org/resource/Category:Indian_Air_Force_officers http://dbpedia.org/resource/Category:Recipients_of_the_Arjuna_Award http://dbpedia.org/resource/Category:India_Test_cricket_captains http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Cricketers_at_the_1992_Cricket_World_Cup http://dbpedia.org/resource/Category:Yorkshire_cricketers http://dbpedia.org/resource/Category:Cricketers_from_Mumbai http://dbpedia.org/resource/Category:International_Cricket_Council_Cricketer_of_the_Year
4019	bn:03032669n	http://dbpedia.org/resource/Crowsnest_Highway	http://dbpedia.org/resource/Fernie,_British_Columbia http://dbpedia.org/resource/Category:Freeways_in_Alberta http://dbpedia.org/resource/Greenwood,_British_Columbia http://dbpedia.org/resource/Category:Castlegar,_British_Columbia http://dbpedia.org/resource/Category:Taber,_Alberta http://dbpedia.org/resource/Castlegar,_British_Columbia Crowsnest_Highway http://dbpedia.org/resource/Category:Trans-Canada_Highway http://dbpedia.org/resource/Category:Interior_of_British_Columbia CAN^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/resource/Category:Alberta_Primary_Highways,_1-216_series http://dbpedia.org/resource/Lethbridge http://dbpedia.org/resource/Grand_Forks,_British_Columbia http://dbpedia.org/resource/Category:British_Columbia_provincial_highways http://dbpedia.org/ontology/RouteOfTransportation AB^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString http://dbpedia.org/resource/Category:Transport_in_Lethbridge http://dbpedia.org/resource/Crowsnest_Highway http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Medicine_Hat http://dbpedia.org/resource/Medicine_Hat http://dbpedia.org/ontology/Road http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/resource/Category:Cranbrook,_British_Columbia http://schema.org/Place http://dbpedia.org/resource/Cranbrook,_British_Columbia http://dbpedia.org/resource/Category:Highways_in_the_Okanagan
4020	bn:01830135n	http://dbpedia.org/resource/Tirrenia	http://dbpedia.org/resource/Category:Cities_and_towns_in_Tuscany http://dbpedia.org/resource/Tirrenia Tirrenia http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Frazioni_of_the_Province_of_Pisa
4021	bn:02817398n	http://dbpedia.org/resource/Multiple_(album)	http://dbpedia.org/resource/Multiple_(album) http://dbpedia.org/resource/Category:Joe_Henderson_albums http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Milestone_Records_albums http://dbpedia.org/resource/Category:1973_albums http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/Work Multiple_(album) http://schema.org/CreativeWork http://schema.org/MusicAlbum
4022	bn:00095165v	[]	[]
4023	bn:00081681n	[]	[]
4024	bn:00025721n	[]	[]
4025	bn:00063724n	http://dbpedia.org/resource/Sign_(mathematics)	Sign_(mathematics) http://dbpedia.org/resource/Category:Elementary_arithmetic http://dbpedia.org/resource/Category:Numbers http://dbpedia.org/resource/Category:Mathematical_terminology http://dbpedia.org/resource/Sign_(mathematics)
4026	bn:00086452v	[]	[]
4027	bn:00034831n	http://dbpedia.org/resource/Osprey	Osprey http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/resource/Osprey http://dbpedia.org/resource/Category:Diurnal_raptors_of_Australia http://dbpedia.org/resource/Category:Birds_of_North_America http://dbpedia.org/resource/Category:Cosmopolitan_animals http://dbpedia.org/resource/Category:African_birds_of_prey http://dbpedia.org/resource/Category:Animals_described_in_1758 http://dbpedia.org/resource/Category:Birds_of_South_Australia http://dbpedia.org/resource/Category:Extant_Miocene_first_appearances http://dbpedia.org/ontology/Species http://dbpedia.org/resource/Category:Birds_of_Asia http://dbpedia.org/resource/Category:Provincial_symbols_of_Nova_Scotia http://dbpedia.org/resource/Category:Accipitriformes http://dbpedia.org/resource/Category:Birds_of_prey http://dbpedia.org/resource/Category:Birds_of_Europe http://dbpedia.org/resource/Category:Birds_of_Western_Australia http://dbpedia.org/ontology/Animal http://dbpedia.org/resource/Category:Falconiformes_(sensu_lato) http://dbpedia.org/ontology/Bird
4028	bn:00008859n	http://dbpedia.org/resource/Basilicata	http://dbpedia.org/resource/Basilicata http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location Basilicata http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:NUTS_2_statistical_regions_of_the_European_Union http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/resource/Category:Basilicata http://dbpedia.org/resource/Category:Wine_regions_of_Italy http://dbpedia.org/resource/Category:Regions_of_Italy http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/ontology/Region http://dbpedia.org/ontology/PopulatedPlace http://schema.org/AdministrativeArea
4029	bn:00082367v	[]	[]
4030	bn:00073615n	[]	[]
4031	bn:00091124v	[]	[]
4032	bn:00034205n	http://dbpedia.org/resource/Fiber	http://dbpedia.org/resource/Fiber http://dbpedia.org/ontology/ChemicalCompound http://dbpedia.org/resource/Category:Materials Fiber http://dbpedia.org/resource/Category:Textiles http://dbpedia.org/resource/Category:Fibers
4033	bn:00031261n	http://dbpedia.org/resource/Epoch_(reference_date)	http://dbpedia.org/resource/Category:Calendar_eras http://dbpedia.org/resource/Category:Operating_system_technology Epoch_(reference_date) http://dbpedia.org/resource/Epoch_(reference_date) http://dbpedia.org/resource/Category:Chronology http://dbpedia.org/resource/Category:Calendaring_standards http://dbpedia.org/ontology/Software
4034	bn:02544632n	http://dbpedia.org/resource/Ring_size	http://dbpedia.org/resource/Ring_size Ring_size http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Rings http://dbpedia.org/resource/Category:Sizes_in_clothing
4035	bn:00019618n	[]	[]
4036	bn:01430853n	http://dbpedia.org/resource/Oh_dear	Oh_dear http://dbpedia.org/resource/Oh_dear
4037	bn:01128412n	http://dbpedia.org/resource/Tonight_(Reamonn_song)	http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:2006_singles http://dbpedia.org/resource/Tonight_(Reamonn_song) http://dbpedia.org/resource/Category:Reamonn_songs Tonight_(Reamonn_song) http://dbpedia.org/resource/Category:Number-one_singles_in_Romania http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work http://schema.org/CreativeWork
4038	bn:00054598n	http://dbpedia.org/resource/Meteoroid	http://dbpedia.org/resource/Category:Meteoroids http://dbpedia.org/ontology/Organisation Meteoroid http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Meteoroid
4039	bn:03584897n	http://dbpedia.org/resource/Nepean_River	http://schema.org/BodyOfWater http://dbpedia.org/resource/Nepean_River http://dbpedia.org/resource/Category:Southern_Highlands_(New_South_Wales) http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Stream http://dbpedia.org/resource/Penrith,_New_South_Wales http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/River http://dbpedia.org/resource/Category:Blue_Mountains_(New_South_Wales) Nepean_River http://dbpedia.org/ontology/BodyOfWater http://schema.org/RiverBodyOfWater http://dbpedia.org/resource/Category:Macarthur_(New_South_Wales) http://dbpedia.org/resource/New_South_Wales http://dbpedia.org/resource/Category:Hawkesbury_River http://dbpedia.org/resource/Australia http://schema.org/Place http://dbpedia.org/resource/Category:Rivers_of_Sydney
4040	bn:02719364n	http://dbpedia.org/resource/Rachel_Green	http://dbpedia.org/resource/Category:Sitcom_characters http://dbpedia.org/resource/Category:Fictional_waiting_staff http://dbpedia.org/resource/Category:Friends_characters http://schema.org/Person http://dbpedia.org/resource/Category:Hairstyles http://dbpedia.org/resource/Category:Fictional_people_in_fashion Rachel_Green http://dbpedia.org/resource/Category:Fictional_American_Jews http://dbpedia.org/resource/Category:Fictional_cheerleaders http://dbpedia.org/resource/Rachel_Green http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Fictional_Jews http://dbpedia.org/resource/Category:Fictional_characters_introduced_in_1994 http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Fictional_characters_from_New_York_City http://dbpedia.org/ontology/FictionalCharacter http://dbpedia.org/ontology/SoapCharacter
4041	bn:00088845v	[]	[]
4042	bn:00003005n	[]	[]
4043	bn:00023692n	http://dbpedia.org/resource/Muscogee	http://dbpedia.org/resource/Category:Native_American_tribes_in_Tennessee http://dbpedia.org/resource/Category:Native_Americans_in_the_American_Revolution http://dbpedia.org/resource/Category:Native_American_tribes_in_Oklahoma http://dbpedia.org/resource/Category:Native_American_tribes_in_Georgia_(U.S._state) http://dbpedia.org/resource/Category:Muscogee Muscogee http://dbpedia.org/ontology/EthnicGroup http://dbpedia.org/resource/Muscogee http://dbpedia.org/resource/Category:Native_American_tribes_in_Louisiana http://dbpedia.org/resource/Category:South_Appalachian_Mississippian_culture http://dbpedia.org/resource/Category:Native_American_tribes_in_Alabama http://dbpedia.org/resource/Category:Native_American_tribes_in_Florida
4044	bn:00021789n	[]	[]
4045	bn:00095052v	[]	[]
4046	bn:00050064n	http://dbpedia.org/resource/Las_Vegas	http://schema.org/City http://dbpedia.org/resource/Category:Cities_in_Clark_County,_Nevada http://dbpedia.org/ontology/City http://dbpedia.org/resource/Category:1905_establishments_in_Nevada http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Category:Gambling_in_Nevada http://dbpedia.org/resource/Las_Vegas http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Cities_in_the_Mojave_Desert http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:County_seats_in_Nevada http://dbpedia.org/resource/United_States_of_America http://dbpedia.org/resource/Category:Las_Vegas http://dbpedia.org/resource/Category:Populated_places_established_in_1905 http://schema.org/Place http://dbpedia.org/ontology/PopulatedPlace Las_Vegas
4047	bn:00021106n	http://dbpedia.org/resource/Green_iguana	http://dbpedia.org/ontology/Reptile http://dbpedia.org/resource/Category:Lizards_of_Central_America http://dbpedia.org/resource/Category:Animal_common_names http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/resource/Category:Lizards_of_South_America http://dbpedia.org/resource/Category:Reptiles_of_Guyana http://dbpedia.org/resource/Category:Reptiles_of_Puerto_Rico http://dbpedia.org/resource/Category:Reptiles_of_Guatemala http://dbpedia.org/resource/Category:Animals_described_in_1758 http://dbpedia.org/resource/Green_iguana http://dbpedia.org/ontology/Species http://dbpedia.org/resource/Category:Reptiles_of_Brazil http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Category:Reptiles_of_Mexico http://dbpedia.org/resource/Category:Pets Green_iguana http://dbpedia.org/resource/Category:Reptiles_of_Honduras http://dbpedia.org/resource/Category:Lizards_of_the_Caribbean http://dbpedia.org/resource/Category:Reptiles_of_Costa_Rica http://dbpedia.org/ontology/Animal http://dbpedia.org/resource/Category:Iguanidae
4048	bn:01757351n	http://dbpedia.org/resource/Golddigger_(film)	http://dbpedia.org/resource/Category:Films_directed_by_Michael_Curtiz http://dbpedia.org/resource/Category:Hungarian_silent_films http://dbpedia.org/resource/Hungary http://dbpedia.org/resource/Golddigger_(film) http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://schema.org/CreativeWork http://dbpedia.org/resource/Category:Films_set_in_Hungary http://dbpedia.org/resource/Category:Hungarian_films http://dbpedia.org/resource/Category:1914_films http://dbpedia.org/resource/Category:Films_set_in_California Golddigger_(film) http://dbpedia.org/ontology/Work http://schema.org/Movie http://dbpedia.org/resource/Category:Hungarian_black-and-white_films
4049	bn:00036471n	http://dbpedia.org/resource/Frequency	http://dbpedia.org/resource/Frequency http://dbpedia.org/resource/Category:Filter_frequency_response http://dbpedia.org/resource/Category:Wave_mechanics http://dbpedia.org/resource/Category:Acoustics Frequency http://dbpedia.org/resource/Category:Temporal_rates http://dbpedia.org/resource/Category:Physical_quantities http://dbpedia.org/resource/Category:Mechanical_vibrations http://dbpedia.org/resource/Category:Qualities_of_thought
4050	bn:00087631v	[]	[]
4051	bn:00044910n	http://dbpedia.org/resource/Maître_d'hôtel	Ma http://dbpedia.org/resource/Ma
4052	bn:00082573v	[]	[]
4053	bn:00085568v	[]	[]
4054	bn:00050488n	http://dbpedia.org/resource/Lecture	Lecture http://dbpedia.org/resource/Category:Grey_literature http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/resource/Category:Oral_communication http://dbpedia.org/resource/Category:Educational_psychology http://dbpedia.org/resource/Lecture http://dbpedia.org/resource/Category:Academic_terminology http://dbpedia.org/resource/Category:Teaching
4055	bn:00101123a	[]	[]
4056	bn:00072432n	http://dbpedia.org/resource/Sniper	http://dbpedia.org/resource/Category:Sniper_warfare http://dbpedia.org/resource/Category:Combat_occupations http://dbpedia.org/resource/Category:Marksmanship http://dbpedia.org/resource/Category:Snipers http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Sniper http://dbpedia.org/resource/Category:Military_snipers Sniper
4057	bn:03192108n	http://dbpedia.org/resource/Mur_(river)	http://schema.org/BodyOfWater http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Stream http://dbpedia.org/resource/Category:Croatia–Hungary_border http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/River http://dbpedia.org/resource/Category:Rivers_of_Styria_(Slovenia) http://dbpedia.org/resource/Mur_(river) http://dbpedia.org/ontology/BodyOfWater http://schema.org/RiverBodyOfWater http://dbpedia.org/resource/Category:Rivers_of_Hungary http://dbpedia.org/resource/Category:International_rivers_of_Europe http://dbpedia.org/resource/Category:Mur_(river) http://dbpedia.org/resource/Category:Rivers_of_Austria Mur_(river) http://dbpedia.org/resource/Category:Natura_2000_in_Slovenia http://dbpedia.org/resource/Category:Rivers_of_Croatia http://dbpedia.org/resource/Category:Croatia–Slovenia_border http://schema.org/Place http://dbpedia.org/resource/Category:Rivers_of_Prekmurje http://dbpedia.org/resource/Category:Austria–Slovenia_border
4058	bn:00065555n	http://dbpedia.org/resource/Quantum	http://dbpedia.org/resource/Quantum Quantum http://dbpedia.org/ontology/Disease http://dbpedia.org/resource/Category:Quantum_mechanics
